accessionVersion	clade	outbreak	lineage	outbreakLineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs
PP_006KNJY.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-18	Uganda	Nakasongola	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188588	2026-03-16	CL287504	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172795	0.8370307643160302			OZ461776.1				0	23967
PP_006KNKW.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-18	Uganda	Wakiso	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187529	2026-03-16	CL287565	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172796	0.7497832249035288			OZ461811.1				0	40120
PP_006KNLU.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-19	Uganda	Wakiso	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188572	2026-03-16	CL287569	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172797	0.9091217946442607			OZ461810.1				0	9733
PP_006KNMS.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-19	Uganda	Hoima	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188397	2026-03-16	CL287580	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172798	0.8536375114726001			OZ461688.1				0	20452
PP_006KNNQ.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187545	2026-03-16	CL287595	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172799	0.839327819724252			OZ461784.1				0	22476
PP_006KNPN.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-19	Uganda	Wakiso	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187600	2026-03-16	CL287597	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172800	0.8059824855863577			OZ461672.1				0	29053
PP_006KNQL.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-21	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188650	2026-03-16	CL287599	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172801	0.8200132853977252			OZ461690.1				0	27386
PP_006KNRJ.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-01	Uganda		Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187581	2026-03-16	CL287604	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172802	0.7323905095609227			OZ461610.1				0	43561
PP_006KNSG.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187603	2026-03-16	CL287607	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172803	0.8034420335785892			OZ461612.1				0	29551
PP_006KNTE.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-19	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187542	2026-03-16	CL287611	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172804	0.8261844033487316			OZ461663.1				0	25066
PP_006KNUC.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-20	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	187639	2026-03-16	CL287613	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172805	0.8264227291857876			OZ461691.1				0	25116
PP_006KNVA.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-20	Uganda	Lwengo	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188704	2026-03-16	CL287619	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172806	0.9226911550689877			OZ461631.1				0	7189
PP_006KNW8.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-21	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188398	2026-03-16	CL287631	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172807	0.8443022377274871			OZ461630.1				0	22293
PP_006KNX6.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-21	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188867	2026-03-16	CL287670	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172808	0.917483481991187			OZ461611.1				0	8434
PP_006KNY4.1	Ib	sh2023	A.4	sh2023/A.4	2024-11-21	Uganda	Kampala	Kanyerezi, Stephen; Ayitewala, Alisen; Nsawotebba, Andrew; Kabahita, Jupiter Marina; Oundo, Hellen Rosette; Seruyange, Julius; Tenywa, Wilson; Tusabe, Godwin; Were, Stacy; Murungi, Moses; Nakintu, Valeria; Makoha, Caroline; Sserwadda, Ivan; Onywera, Harris; Tanui, Collins; Mugerwa, Ibrahim; Kagirita, Atek; Lubwama, Benard; Eilu, Roggers Michael; Kateete, David Patrick; Otita, Morgan; Giduddu, Samuel; Jjingo, Daudi; Mboowa, Gerald; Ssemaganda, Aloysious; Nabadda, Susan; Tessema, Sofonias K.; Ssewanyana, Isaac	Department of National Health Laboratory and Diagnostics Services, Central Public Health Laboratories (NHLDS-CPHL), Ministry of Health, P.O. Box 7272, Kampala, Uganda;The African Center of Excellence in Bioinformatics and Data-Intensive Sciences, the Infectious Diseases Institute, College of Health Sciences, Makerere University, P.O Box 22418, Kampala, Uganda;Department of Immunology and Molecular Biology, School of Biomedical Sciences, College of Health Sciences,  Makerere University, P.O Box 7072, Kampala, Uganda;Africa Centers for Disease Control and Prevention (Africa CDC), Addis Ababa, Ethiopia;Amsterdam Institute for Global Health and Development (AIGHD), Department of Global Health, Academic Medical Center, Amsterdam, The Netherlands;Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA;National Public Health Emergency Operations Center-PEOC, Ministry of Health;Department of Global Health Security, Infectious Diseases Institute, Makerere University, Kampala, Uganda;Uganda National Institute of Public Health, Ministry of Health;Infectious Diseases Research Collaboration, Kampala, Uganda	Homo sapiens	188751	2026-03-16	CL287671	Uganda MPOX	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMEA122172809	0.8744834160712747			OZ461802.1				0	16696
