Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
MZ465729.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-17	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465730.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-19	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465731.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-20	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465732.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-21	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465733.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-22	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465734.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-23	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465735.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-24	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465736.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-25	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465737.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-26	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465738.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-27	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465739.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-28	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465740.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-29	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465741.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-30	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465742.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-32	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465743.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-34	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465744.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-36	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465745.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-37	lesion		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465746.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-39	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465747.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-40	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465748.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-41	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465749.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-42	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465750.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-43	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465751.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-44	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465752.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-45	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465753.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-46	oronasopharynx		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465754.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-47	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465755.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-50	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465756.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-51	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465757.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-52	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465758.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-53	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465759.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-55	lesion		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465760.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-56	oronasopharynx		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465761.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-57	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465762.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-59	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465763.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-60	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465764.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-63	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465765.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-64	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465766.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-65	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465767.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-68	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465768.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-69	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465769.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-70	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465770.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-71	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465771.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-72	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465772.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-74	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465773.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-75	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465774.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-76	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465775.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-78	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465776.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-80	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465777.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-81	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465778.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-82	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465779.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-83	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465780.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2018	VZVHN2018-84	blood		315				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465781.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-1	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465782.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-2	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465783.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-3	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465784.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-4	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465785.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-5	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465786.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-6	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465787.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-7	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465788.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-8	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465789.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-9	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465790.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-10	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465791.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-11	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465792.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-12	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465793.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-13	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465794.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-14	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465795.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-15	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465796.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-16	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465797.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-17	oronasopharynx		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465798.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-18	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465799.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-19	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465800.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-20	cerebrospinal fluid		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465801.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-21	lesion		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465802.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-22	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465803.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-23	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465804.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-24	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465805.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-25	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465806.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-26	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465807.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-27	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465808.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-28	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465809.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-29	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465810.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-30	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465811.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-31	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465812.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-32	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465813.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-33	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
MZ465814.1			PARTIAL	1	China	Asia									Homo sapiens		9606	true				2017	VZVHN2017-34	blood		333				1		2021-08-01T00:00:00Z		GenBank		The Sixth People's Hospital of Zhengzhou, Center for Translational Medicine	China	Wei,S.,Huo,Y.	2021-08-01T00:00:00Z								Human alphaherpesvirus 3		10335
